Turno;Curso;Unidade de execução;Turmas;Inscritos;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;slots;Dia da Semana;Inicio;Fim;Características da sala pedida para a aula;Sala;Lotação;Turno
L0718-1TP03;LG;Informática de Gestão;GA4;33;;;3;Ter;;;Laboratório de Informática;;;1
L0718-1TP03;LG;Informática de Gestão;GA4;33;;;3;Sex;;;Laboratório de Informática;;;1
L0718-1TP04;LG;Informática de Gestão;GA1;35;;;3;Ter;;;Laboratório de Informática;;;1
L0718-1TP04;LG;Informática de Gestão;GA1;35;;;3;Sex;;;Laboratório de Informática;;;1
L0718-1TP05;LG;Informática de Gestão;GA2;40;;;3;Ter;;;Laboratório de Informática;;;1
L0718-1TP05;LG;Informática de Gestão;GA2;40;;;3;Sex;;;Laboratório de Informática;;;1
L0718-2TP01;LGRH;Informática de Gestão;GRHA1;30;;;3;Ter;;;Laboratório de Informática;;;1
L0718-2TP01;LGRH;Informática de Gestão;GRHA1;30;;;3;Qui;;;Laboratório de Informática;;;1
L0718-2TP02;LGRH;Informática de Gestão;GRHA2;29;;;3;Ter;;;Laboratório de Informática;;;1
L0718-2TP02;LGRH;Informática de Gestão;GRHA2;29;;;3;Qui;;;Laboratório de Informática;;;1
L0718TP01;LFC;Informática de Gestão;FCA2;32;;;3;Ter;;;Laboratório de Informática;;;1
L0718TP01;LFC;Informática de Gestão;FCA2;32;;;3;Sex;;;Laboratório de Informática;;;1
L0718TP02;LFC;Informática de Gestão;FCA1;32;;;3;Ter;;;Laboratório de Informática;;;1
L0718TP02;LFC;Informática de Gestão;FCA1;32;;;3;Sex;;;Laboratório de Informática;;;1
L0718TP03;LFC;Informática de Gestão;FCA3;27;;;3;Ter;;;Laboratório de Informática;;;1
L0718TP03;LFC;Informática de Gestão;FCA3;27;;;3;Sex;;;Laboratório de Informática;;;1
L0726-1PL01;"LETI-PL, LEI-PL, LIGE-PL";Sistemas Operativos;"EI-PLB1, ET-PLB1";35;;;6;Qui;;;Laboratório de Informática;;;0
L0726-1PL02;"LETI-PL, LEI-PL, LIGE-PL";Sistemas Operativos;"EI-PLB2, ET-PLB2";30;;;6;Qui;;;Laboratório de Informática;;;0
L0726-1PL03;"LETI-PL, LEI-PL, LIGE-PL";Sistemas Operativos;I-PLB1;44;;;6;Qui;;;Laboratório de Informática;;;0
L0726-1TP04;"LETI-PL, LEI-PL, LIGE-PL";Sistemas Operativos;"I-PLB1, EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1";109;;;3;Seg;;;Anfiteatro aulas;;;0
L0726PL01;"LETI, LEI, LIGE";Sistemas Operativos;EIB3;31;;;6;Seg;;;Laboratório de Informática;;;1
L0726PL02;"LETI, LEI, LIGE";Sistemas Operativos;EIB4;17;;;6;Seg;;;Laboratório de Informática;;;1
L0726PL03;"LETI, LEI, LIGE";Sistemas Operativos;ETB1;24;;;6;Ter;;;Laboratório de Informática;;;1
L0726PL04;"LETI, LEI, LIGE";Sistemas Operativos;ETB2;21;;;6;Ter;;;Laboratório de Informática;;;1
L0726PL05;"LETI, LEI, LIGE";Sistemas Operativos;EIB1;31;;;6;Qua;;;Laboratório de Informática;;;1
L0726PL06;"LETI, LEI, LIGE";Sistemas Operativos;EIB2;25;;;6;Qua;;;Laboratório de Informática;;;1
L0726PL07;"LETI, LEI, LIGE";Sistemas Operativos;ETB3;30;;;6;Qui;;;Laboratório de Informática;;;1
L0726PL08;"LETI, LEI, LIGE";Sistemas Operativos;ETB4;17;;;6;Qui;;;Laboratório de Informática;;;1
L0726PL09;"LETI, LEI, LIGE";Sistemas Operativos;IB3;30;;;6;Qui;;;Laboratório de Informática;;;1
L0726PL10;"LETI, LEI, LIGE";Sistemas Operativos;"IB4, IB1";54;;;6;Qui;;;Laboratório de Informática;;;1
L0726PL11;"LETI, LEI, LIGE";Sistemas Operativos;IB2;8;;;6;Qui;;;Laboratório de Informática;;;1
L0726TP12;"LETI, LEI, LIGE";Sistemas Operativos;"IB2, IB1, EIB4, EIB3, EIB2, EIB1";159;;;3;Seg;;;Anfiteatro aulas;;;1
L0726TP13;"LETI, LEI, LIGE";Sistemas Operativos;"IB4, IB3, ETB4, ETB3, ETB2, ETB1";129;;;3;Seg;;;Anfiteatro aulas;;;1
L0731-1TP01;"LETI-PL, LEI-PL, LIGE-PL";Inteligência Artificial;"I-PLC1, EI-PLC1, ET-PLC1";63;;;3;Qua;;;Sala de Aulas normal;;;0
L0731-1TP01;"LETI-PL, LEI-PL, LIGE-PL";Inteligência Artificial;"I-PLC1, EI-PLC1, ET-PLC1";63;;;6;Qui;;;Laboratório de Informática;;;0
L0731-2TP01;LETI;Inteligência Artificial;"ETC2, ETC1";68;;;3;Qua;;;Sala de Aulas normal;;;1
L0731-2TP01;LETI;Inteligência Artificial;"ETC2, ETC1";68;;;6;Qui;;;Laboratório de Informática;;;1
L0731-5TP01;LIGE;Inteligência Artificial;"IC2, IC1";69;;;3;Ter;;;Sala de Aulas normal;;;1
L0731-5TP01;LIGE;Inteligência Artificial;"IC2, IC1";69;;;3;Qua;;;Sala de Aulas normal;;;1
L0731-5TP01;LIGE;Inteligência Artificial;"IC2, IC1";69;;;3;Qui;;;Laboratório de Informática;;;1
L0731TP01;LEI;Inteligência Artificial;"EIC2, EIC1";66;;;3;Ter;;;Sala de Aulas normal;;;1
L0731TP01;LEI;Inteligência Artificial;"EIC2, EIC1";66;;;3;Qua;;;Sala de Aulas normal;;;1
L0731TP01;LEI;Inteligência Artificial;"EIC2, EIC1";66;;;3;Qui;;;Laboratório de Informática;;;1
L0782-1T02;"LETI-PL, LEI-PL, LIGE-PL";Introdução à Programação;"I-PLA2, I-PLA1, EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1";125;;;3;Seg;;;Sala de Aulas normal;;;0
L0782-1TP03;"LETI-PL, LEI-PL, LIGE-PL";Introdução à Programação;"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1";66;;;6;Qui;;;Laboratório de Informática;;;0
L0782-1TP04;"LETI-PL, LEI-PL, LIGE-PL";Introdução à Programação;"I-PLA2, I-PLA1";59;;;6;Sex;;;Sala de Aulas normal;;;0
L0782T01;"LETI, LEI, LIGE";Introdução à Programação;"IA4, IA3, IA2, IA1, EIA2, EIA1";126;;;3;Seg;;;Anfiteatro aulas;;;1
L0782T02;"LETI, LEI, LIGE";Introdução à Programação;"EIA4, EIA3, ETA4, ETA3, ETA2, ETA1";132;;;3;Ter;;;Anfiteatro aulas;;;1
L0782TP03;"LETI, LEI, LIGE";Introdução à Programação;ETA3;20;;;6;Qua;;;Laboratório de Informática;;;1
L0782TP04;"LETI, LEI, LIGE";Introdução à Programação;ETA4;8;;;6;Qua;;;Laboratório de Informática;;;1
L0782TP05;"LETI, LEI, LIGE";Introdução à Programação;ETA1;28;;;6;Qua;;;Laboratório de Informática;;;1
L0782TP06;"LETI, LEI, LIGE";Introdução à Programação;ETA2;28;;;6;Qua;;;Laboratório de Informática;;;1
L0782TP07;"LETI, LEI, LIGE";Introdução à Programação;EIA4;22;;;6;Qui;;;Laboratório de Informática;;;1
L0782TP08;"LETI, LEI, LIGE";Introdução à Programação;EIA3;26;;;6;Qui;;;Laboratório de Informática;;;1
L0782TP09;"LETI, LEI, LIGE";Introdução à Programação;EIA1;27;;;6;Qui;;;Laboratório de Informática;;;1
L0782TP10;"LETI, LEI, LIGE";Introdução à Programação;EIA2;23;;;6;Qui;;;Laboratório de Informática;;;1
L0782TP11;"LETI, LEI, LIGE";Introdução à Programação;IA3;21;;;6;Sex;;;Laboratório de Informática;;;1
L0782TP12;"LETI, LEI, LIGE";Introdução à Programação;IA4;13;;;6;Sex;;;Laboratório de Informática;;;1
L0782TP13;"LETI, LEI, LIGE";Introdução à Programação;IA2;18;;;6;Sex;;;Laboratório de Informática;;;1
L0782TP14;"LETI, LEI, LIGE";Introdução à Programação;IA1;24;;;6;Sex;;;Laboratório de Informática;;;1
L0784-1PL02;LEI;Fundamentos de Bases de Dados;"EIB2, EIB1";53;;;6;Qua;;;Laboratório de Informática;;;1
L0784-1PL03;LEI;Fundamentos de Bases de Dados;"EIB4, EIB3";46;;;6;Qua;;;Laboratório de Informática;;;1
L0784-1T01;LEI;Fundamentos de Bases de Dados;"EIB4, EIB3, EIB2, EIB1";99;;;3;Ter;;;Anfiteatro aulas;;;1
L0784-2PL03;"LETI-PL, LEI-PL, LIGE-PL";Fundamentos de Bases de Dados;"EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1";71;;;6;Qua;;;Laboratório de Informática;;;0
L0784-2PL04;"LETI-PL, LEI-PL, LIGE-PL";Fundamentos de Bases de Dados;;0;;;6;Qua;;;Não necessita de sala;;;0
L0784-2PL05;"LETI-PL, LEI-PL, LIGE-PL";Fundamentos de Bases de Dados;I-PLB1;43;;;6;Sex;;;Laboratório de Informática;;;0
L0784-2T02;"LETI-PL, LEI-PL, LIGE-PL";Fundamentos de Bases de Dados;"I-PLB1, EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1";113;;;3;Ter;;;Anfiteatro aulas;;;0
L0784-3PL02;LETI;Fundamentos de Bases de Dados;"ETB4, ETB3";45;;;6;Sex;;;Laboratório de Informática;;;1
L0784-3PL03;LETI;Fundamentos de Bases de Dados;"ETB2, ETB1";48;;;6;Sex;;;Laboratório de Informática;;;1
L0784-3T01;LETI;Fundamentos de Bases de Dados;"ETB4, ETB3, ETB2, ETB1";93;;;3;Ter;;;Sala de Aulas normal;;;1
L0784-6PL02;LIGE;Fundamentos de Bases de Dados;"IB4, IB3";36;;;6;Qui;;;Laboratório de Informática;;;1
L0784-6PL03;LIGE;Fundamentos de Bases de Dados;"IB2, IB1";55;;;6;Qui;;;Laboratório de Informática;;;1
L0784-6T01;LIGE;Fundamentos de Bases de Dados;"IB4, IB3, IB2, IB1";91;;;3;Ter;;;Anfiteatro aulas;;;1
L0787-1T01;LETI-PL;Modulação e Codificação;ET-PLC1;15;;;3;Seg;;;Sala de Aulas normal;;;0
L0787-1TP03;LETI-PL;Modulação e Codificação;ET-PLC1;15;;;6;Ter;;;Sala de Aulas normal;;;0
L0787T01;LETI;Modulação e Codificação;"ETC2, ETC1";74;;;3;Seg;;;Sala de Aulas normal;;;1
L0787TP04;LETI;Modulação e Codificação;"ETC2, ETC1";74;;;6;Ter;;;Sala de Aulas normal;;;1
L0816TP01;MCP;História Europeia Comparada;MCPA1;20;;;4;Ter;;;Sala Aulas Mestrado;;;0
L0873T01;MIA;Geografia Urbana;"ARB2, ARB1";61;;;3;Sex;;;Sala Aulas Mestrado;;;1
L0881-1TTP01;ISCTE-IUL;História da Expansão Portuguesa;"CI-IEPM2, CI-IEPM1";6;;;6;Seg;;;Sala de Aulas normal;;;1
L0881T01;LHMC;História da Expansão Portuguesa;HMCA1;49;;;3;Qui;;;Sala de Aulas normal;;;1
L0881TP02;LHMC;História da Expansão Portuguesa;HMCA1;49;;;3;Qui;;;Sala de Aulas normal;;;1
L0882-1TTP01;ISCTE-IUL;Colonialismo e Descolonização na Época Contemporânea;"CI-IEPM2, CI-IEPM1";7;;;6;Qua;;;Sala de Aulas normal;;;1
L0882T01;LHMC;Colonialismo e Descolonização na Época Contemporânea;HMCC1;33;;;3;Qua;;;Sala de Aulas normal;;;1
L0882TP02;LHMC;Colonialismo e Descolonização na Época Contemporânea;HMCC1;33;;;3;Qua;;;Sala de Aulas normal;;;1
L0911TP01;LSS-PL;Introdução à Sociologia;"SS-PL-A2, SS-PL-A1";57;;;3;Seg;;;Sala de Aulas normal;;;0
L0911TP01;LSS-PL;Introdução à Sociologia;"SS-PL-A2, SS-PL-A1";57;;;3;Ter;;;Sala de Aulas normal;;;1
L0919-1TP01;"LS, LS-PL";Sociologia do Direito;"S-PL-C2, S-PL-C1, SC3, SC2, SC1";35;;;6;Ter;;;Sala NEE;;;1
L0947T01;LGRH;Métodos de Investigação;"GRHA2, GRHA1";55;;;3;Qua;;;Sala de Aulas normal;;;1
L0947TP02;LGRH;Métodos de Investigação;GRHA1;29;;;3;Seg;;;Sala de Aulas normal;;;1
L0947TP02;LGRH;Métodos de Investigação;GRHA1;29;;;3;Ter;;;Sala de Aulas normal;;;1
L0947TP03;LGRH;Métodos de Investigação;GRHA2;26;;;3;Qua;;;Sala de Aulas normal;;;1
L0947TP03;LGRH;Métodos de Investigação;GRHA2;26;;;3;Qui;;;Sala de Aulas normal;;;1
L1246-1TP01;"LA, LA-PL";Antropologia do Turismo;"LAPLB1, A-PLC1, A-C1, A-B1";24;;;6;Qui;;;Sala de Aulas normal;;;1
L1284TP01;"LA, LA-PL";"Género, Emoções e Poder";"LAPLB1, A-PLC1, A-C1, A-B1";39;;;3;Seg;;;Sala de Aulas normal;;;1
L1284TP01;"LA, LA-PL";"Género, Emoções e Poder";"LAPLB1, A-PLC1, A-C1, A-B1";39;;;3;Qua;;;Sala de Aulas normal;;;1
L1295-1TP01;"LA, LA-PL";Minorias do Sudeste Asiático;"A-PLC1, A-C1, A-B1";36;;;3;Ter;;;Sala de Aulas normal;;;0
L1295-1TP01;"LA, LA-PL";Minorias do Sudeste Asiático;"A-PLC1, A-C1, A-B1";36;;;3;Qui;;;Sala de Aulas normal;;;0
L1412TP01;"LSS-PL, LS, LS-PL";Sociologia da Educação;"SS-PL-C2, SS-PL-C1, S-PL-C2, S-PL-C1, SC3, SC2, SC1";24;;;6;Ter;;;Sala de Aulas normal;;;0
L1523-1TP01;LIGE;Gestão de Operações;ID1;56;;;6;Seg;;;Sala de Aulas normal;;;1
L1523TP02;LIGE-PL;Gestão de Operações;I-PLD1;7;;;6;Ter;;;Sala de Aulas normal;;;0
L1532TP01;LGIL;Gestão de Operações I;GILB1;53;;;3;Qua;;;Sala de Aulas normal;;;1
L1532TP01;LGIL;Gestão de Operações I;GILB1;53;;;6;Qui;;;Sala de Aulas normal;;;1
L1801TP01;LFC;Marketing Internacional;"FCC2, FCC1";40;;;6;Qua;;;Sala de Aulas normal;;;1
L1805-1PL03;"LG, LGM";Gestão do Marketing;GA6;41;;;3;Seg;;;Sala de Aulas normal;;;1
L1805-1PL03;"LG, LGM";Gestão do Marketing;GA6;41;;;3;Qui;;;Sala de Aulas normal;;;1
L1805-1PL04;"LG, LGM";Gestão do Marketing;GMKA2;33;;;3;Ter;;;Sala de Aulas normal;;;1
L1805-1PL04;"LG, LGM";Gestão do Marketing;GMKA2;33;;;3;Qua;;;Sala de Aulas normal;;;1
L1805-1PL05;"LG, LGM";Gestão do Marketing;GA5;38;;;3;Ter;;;Sala de Aulas normal;;;1
L1805-1PL05;"LG, LGM";Gestão do Marketing;GA5;38;;;3;Qui;;;Sala de Aulas normal;;;1
L1805-1PL06;"LG, LGM";Gestão do Marketing;GAi;36;;;3;Qua;;;Sala de Aulas normal;;;1
L1805-1PL06;"LG, LGM";Gestão do Marketing;GAi;36;;;3;Qui;;;Sala de Aulas normal;;;1
L1805-1PL07;"LG, LGM";Gestão do Marketing;GMKA1;27;;;3;Qua;;;Sala de Aulas normal;;;1
L1805-1PL07;"LG, LGM";Gestão do Marketing;GMKA1;27;;;3;Qui;;;Sala de Aulas normal;;;1
L1805-1PL08;"LG, LGM";Gestão do Marketing;GA7;26;;;3;Qui;;;Sala de Aulas normal;;;1
L1805-1PL08;"LG, LGM";Gestão do Marketing;GA7;26;;;3;Sex;;;Sala de Aulas normal;;;1
L1805-1T01;"LG, LGM";Gestão do Marketing;"GMKA2, GMKA1, GA7, GA6, GA5";165;;;3;Seg;;;Anfiteatro aulas;;;1
L1805-1T02;"LG, LGM";Gestão do Marketing;GAi;36;;;3;Ter;;;Sala de Aulas normal;;;1
L1805-2PL02;LGIL;Gestão do Marketing;GILA1;29;;;3;Seg;;;Sala de Aulas normal;;;1
L1805-2PL02;LGIL;Gestão do Marketing;GILA1;29;;;3;Qui;;;Sala de Aulas normal;;;1
L1805-2PL03;LGIL;Gestão do Marketing;GILA2;30;;;3;Ter;;;Sala de Aulas normal;;;1
L1805-2PL03;LGIL;Gestão do Marketing;GILA2;30;;;3;Sex;;;Sala de Aulas normal;;;1
L1805-2T01;LGIL;Gestão do Marketing;"GILA2, GILA1";59;;;3;Seg;;;Anfiteatro aulas;;;1
L1805PL02;LFC;Gestão do Marketing;FCA3;32;;;3;Seg;;;Sala de Aulas normal;;;1
L1805PL02;LFC;Gestão do Marketing;FCA3;32;;;3;Qui;;;Sala de Aulas normal;;;1
L1805PL03;LFC;Gestão do Marketing;FCA2;31;;;3;Ter;;;Sala de Aulas normal;;;1
L1805PL03;LFC;Gestão do Marketing;FCA2;31;;;3;Qui;;;Sala de Aulas normal;;;1
L1805PL04;LFC;Gestão do Marketing;FCA1;33;;;3;Ter;;;Sala de Aulas normal;;;1
L1805PL04;LFC;Gestão do Marketing;FCA1;33;;;3;Qui;;;Sala de Aulas normal;;;1
L1805T01;LFC;Gestão do Marketing;"FCA3, FCA2, FCA1";96;;;3;Qua;;;Anfiteatro aulas;;;1
L1828TP01;LGM;Direcção Comercial;GMKC1;36;;;6;Sex;;;Sala de Aulas normal;;;1
L1830TP01;"LFC, LGM";Marketing Pessoal;"GMKC1, FCC2, FCC1";45;;;3;Ter;;;Sala de Aulas normal;;;1
L1830TP01;"LFC, LGM";Marketing Pessoal;"GMKC1, FCC2, FCC1";45;;;3;Qui;;;Sala de Aulas normal;;;1
L1836TP01;LGM;Web Marketing e Comércio Electrónico;GMKB1;48;;;3;Qua;;;Sala de Aulas normal;;;1
L1836TP01;LGM;Web Marketing e Comércio Electrónico;GMKB1;48;;;3;Qui;;;Sala de Aulas normal;;;1
L1903TP01;LGM;Comportamento do Consumidor;GMKB1;55;;;3;Qua;;;Sala de Aulas normal;;;1
L1903TP01;LGM;Comportamento do Consumidor;GMKB1;55;;;3;Sex;;;Sala de Aulas normal;;;1
L2001-1T01;LETI-PL;Teoria dos Circuitos;"ET-PLB2, ET-PLB1";25;;;3;Qui;;;Sala de Aulas normal;;;0
L2001-1TP02;LETI-PL;Teoria dos Circuitos;"ET-PLB2, ET-PLB1";25;;;6;Ter;;;Lab ISTA;;;0
L2001T01;LETI;Teoria dos Circuitos;"ETB4, ETB3, ETB2, ETB1";98;;;3;Ter;;;Anfiteatro aulas;;;1
L2001TP02;LETI;Teoria dos Circuitos;"ETB4, ETB3";39;;;6;Qua;;;Lab ISTA;;;1
L2001TP03;LETI;Teoria dos Circuitos;"ETB2, ETB1";59;;;6;Qui;;;Lab ISTA;;;1
L2004-1PL02;LETI-PL;Electrónica Programada e Processamento Digital de Sinais;ET-PLC1;13;;;3;Qua;;;Sala de Aulas normal;;;0
L2004-1T01;LETI-PL;Electrónica Programada e Processamento Digital de Sinais;ET-PLC1;13;;;3;Qui;;;Sala de Aulas normal;;;0
L2004-1TP03;LETI-PL;Electrónica Programada e Processamento Digital de Sinais;ET-PLC1;13;;;3;Qua;;;Sala de Aulas normal;;;0
L2004T01;LETI;Electrónica Programada e Processamento Digital de Sinais;"ETC2, ETC1";52;;;3;Qua;;;Sala de Aulas normal;;;1
L2004TP02;LETI;Electrónica Programada e Processamento Digital de Sinais;"ETC2, ETC1";52;;;3;Qua;;;Sala de Aulas normal;;;1
L2004TP03;LETI;Electrónica Programada e Processamento Digital de Sinais;"ETC2, ETC1";52;;;3;Qui;;;Anfiteatro aulas;;;1
L2101-1PL02;LETI-PL;Electromagnetismo;ET-PLB1;19;;;3;Sex;;;Lab ISTA;;;1
L2101-1PL03;LETI-PL;Electromagnetismo;ET-PLB2;15;;;3;Sex;;;Lab ISTA;;;0
L2101-1T01;LETI-PL;Electromagnetismo;"ET-PLB2, ET-PLB1";34;;;3;Seg;;;Sala de Aulas normal;;;0
L2101-1T01;LETI-PL;Electromagnetismo;"ET-PLB2, ET-PLB1";34;;;3;Qua;;;Sala de Aulas normal;;;0
L2101PL02;LETI;Electromagnetismo;ETB1;50;;;3;Qua;;;Lab ISTA;;;1
L2101PL03;LETI;Electromagnetismo;ETB2;35;;;3;Qua;;;Lab ISTA;;;1
L2101PL04;LETI;Electromagnetismo;ETB3;39;;;3;Sex;;;Lab ISTA;;;1
L2101PL05;LETI;Electromagnetismo;ETB4;21;;;3;Sex;;;Lab ISTA;;;1
L2101T01;LETI;Electromagnetismo;"ETB4, ETB3, ETB2, ETB1";145;;;3;Seg;;;Anfiteatro aulas;;;1
L2101T01;LETI;Electromagnetismo;"ETB4, ETB3, ETB2, ETB1";145;;;3;Qua;;;Anfiteatro aulas;;;1
L2103-1T01;"LETI-PL, LEI-PL";Mecânica e Electricidade;"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1";72;;;3;Qua;;;Sala de Aulas normal;;;0
L2103-1T01;"LETI-PL, LEI-PL";Mecânica e Electricidade;"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1";72;;;3;Qui;;;Sala de Aulas normal;;;0
L2103-1TP02;"LETI-PL, LEI-PL";Mecânica e Electricidade;"EI-PLA2, EI-PLA1, ET-PLA2, ET-PLA1";72;;;3;Sex;;;Sala de Aulas normal;;;0
L2103T01;"LETI, LEI";Mecânica e Electricidade;"EIA4, EIA3, EIA2, EIA1, ETA4, ETA3, ETA2, ETA1";185;;;3;Seg;;;Anfiteatro aulas;;;1
L2103T01;"LETI, LEI";Mecânica e Electricidade;"EIA4, EIA3, EIA2, EIA1, ETA4, ETA3, ETA2, ETA1";185;;;3;Ter;;;Anfiteatro aulas;;;1
L2103TP02;"LETI, LEI";Mecânica e Electricidade;"ETA2, ETA1";57;;;3;Qui;;;Sala de Aulas normal;;;1
L2103TP03;"LETI, LEI";Mecânica e Electricidade;"ETA4, ETA3";27;;;3;Qui;;;Sala de Aulas normal;;;1
L2103TP04;"LETI, LEI";Mecânica e Electricidade;"EIA4, EIA3";49;;;3;Sex;;;Sala de Aulas normal;;;1
L2103TP05;"LETI, LEI";Mecânica e Electricidade;"EIA2, EIA1";52;;;3;Sex;;;Sala de Aulas normal;;;1
L2204TP01;MIA;Materiais em Arquitectura;ARA2;32;;;6;Qui;;;Arq 9;;;1
L2204TP02;MIA;Materiais em Arquitectura;ARA1;31;;;3;Qui;;;Anfiteatro aulas;;;1
L2204TP02;MIA;Materiais em Arquitectura;ARA1;31;;;3;Qui;;;Arq 9;;;1
L2205PL01;MIA;Arquitectura I;ARA1;33;;;6;Ter;;;Arq 6;;;1
L2205PL01;MIA;Arquitectura I;ARA1;33;;;6;Qua;;;Arq 3;;;1
L2205PL01;MIA;Arquitectura I;ARA1;33;;;6;Sex;;;Arq 3;;;1
L2205PL02;MIA;Arquitectura I;ARA2;30;;;6;Ter;;;Arq 4;;;1
L2205PL02;MIA;Arquitectura I;ARA2;30;;;6;Qua;;;Arq 4;;;1
L2205PL02;MIA;Arquitectura I;ARA2;30;;;6;Sex;;;Arq 4;;;1
L2207TP01;MIA;Desenho I;ARA1;33;;;6;Ter;;;Arq 3;;;1
L2207TP02;MIA;Desenho I;ARA2;30;;;6;Ter;;;Arq 4;;;1
L2214PL01;MIA;Projecto de Arquitectura I;"ARD2, ARD1";21;;;6;Seg;;;Arq 3;;;1
L2214PL01;MIA;Projecto de Arquitectura I;"ARD2, ARD1";21;;;3;Qua;;;Arq 3;;;1
L2214PL01;MIA;Projecto de Arquitectura I;"ARD2, ARD1";21;;;6;Sex;;;Arq 3;;;1
L2214PL02;MIA;Projecto de Arquitectura I;"ARD4, ARD3";23;;;6;Seg;;;Arq 1;;;1
L2214PL02;MIA;Projecto de Arquitectura I;"ARD4, ARD3";23;;;3;Qua;;;Arq 1;;;1
L2214PL02;MIA;Projecto de Arquitectura I;"ARD4, ARD3";23;;;6;Sex;;;Arq 1;;;1
L2214PL03;MIA;Projecto de Arquitectura I;"ARD6, ARD5";23;;;6;Seg;;;Arq 2;;;1
L2214PL03;MIA;Projecto de Arquitectura I;"ARD6, ARD5";23;;;3;Qua;;;Arq 2;;;1
L2214PL03;MIA;Projecto de Arquitectura I;"ARD6, ARD5";23;;;6;Sex;;;Arq 2;;;1
L2214S04;MIA;Projecto de Arquitectura I;"ARD6, ARD5, ARD4, ARD3, ARD2, ARD1";67;;;3;Qua;;;Anfiteatro aulas;;;1
L2216T01;MIA;Estruturas I;ARA1;35;;;3;Qui;;;Sala de Aulas normal;;;1
L2216T02;MIA;Estruturas I;ARA2;42;;;3;Qui;;;Sala de Aulas normal;;;1
L2245PL01;MIA;Arquitectura III;ARB1;34;;;6;Seg;;;Arq 5;;;1
L2245PL01;MIA;Arquitectura III;ARB1;34;;;6;Qua;;;Arq 5;;;1
L2245PL01;MIA;Arquitectura III;ARB1;34;;;6;Sex;;;Arq 5;;;1
L2245PL02;MIA;Arquitectura III;ARB2;32;;;6;Seg;;;Arq 6;;;1
L2245PL02;MIA;Arquitectura III;ARB2;32;;;6;Qua;;;Arq 6;;;1
L2245PL02;MIA;Arquitectura III;ARB2;32;;;6;Sex;;;Arq 6;;;1
L2246TP01;MIA;Desenho III;ARB1;41;;;6;Ter;;;Arq 5;;;1
L2246TP02;MIA;Desenho III;ARB2;31;;;6;Ter;;;Arq 6;;;1
L2251TP01;MIA;Gramáticas de Composição e Representação III;"ARC4, ARC3";29;;;3;Seg;;;Laboratório de Informática;;;1
L2251TP01;MIA;Gramáticas de Composição e Representação III;"ARC4, ARC3";29;;;3;Qua;;;Laboratório de Informática;;;1
L2251TP02;MIA;Gramáticas de Composição e Representação III;"ARC2, ARC1";36;;;3;Seg;;;Laboratório de Informática;;;1
L2251TP02;MIA;Gramáticas de Composição e Representação III;"ARC2, ARC1";36;;;3;Qui;;;Laboratório de Informática;;;1
L2251TP03;MIA;Gramáticas de Composição e Representação III;"ARC6, ARC5";21;;;3;Qua;;;Laboratório de Informática;;;1
L2251TP03;MIA;Gramáticas de Composição e Representação III;"ARC6, ARC5";21;;;3;Sex;;;Laboratório de Informática;;;1
L2258TP01;MIA;Projecto Urbano III;"ARD6, ARD5";21;;;6;Qui;;;Arq 2;;;1
L2258TP02;MIA;Projecto Urbano III;"ARD4, ARD3";20;;;6;Sex;;;Arq 1;;;1
L2258TP03;MIA;Projecto Urbano III;"ARD2, ARD1";17;;;6;Sex;;;Arq 2;;;1
L2260T01;MIA;Estruturas III;ARB1;43;;;3;Seg;;;Arq 9;;;1
L2260T02;MIA;Estruturas III;ARB2;38;;;3;Seg;;;Arq 9;;;1
L2274TP01;MIA;Projecto Urbano II;"ARC6, ARC5";20;;;6;Seg;;;Arq 2;;;1
L2274TP02;MIA;Projecto Urbano II;"ARC2, ARC1";32;;;6;Qui;;;Arq 4;;;1
L2274TP03;MIA;Projecto Urbano II;"ARC4, ARC3";16;;;6;Qui;;;Arq 1;;;1
L5001TP01;LP;Métodos e Áreas de Aplicação da Psicologia;"PA4, PA3, PA2, PA1";105;;;6;Qui;;;Sala de Aulas normal;;;1
L5004-1PL02;LIGE;Microeconomia;"IB4, IB3";29;;;6;Qua;;;Sala de Aulas normal;;;1
L5004-1PL03;LIGE;Microeconomia;"IB2, IB1";51;;;6;Sex;;;Sala de Aulas normal;;;1
L5004-1T01;LIGE;Microeconomia;"IB4, IB3, IB2, IB1";80;;;3;Ter;;;Anfiteatro aulas;;;1
L5004-2PL04;LG;Microeconomia;GA3;38;;;3;Ter;;;Sala de Aulas normal;;;1
L5004-2PL04;LG;Microeconomia;GA3;38;;;3;Qui;;;Sala de Aulas normal;;;1
L5004-2PL05;LG;Microeconomia;GA6;41;;;3;Ter;;;Sala de Aulas normal;;;1
L5004-2PL05;LG;Microeconomia;GA6;41;;;3;Qui;;;Sala de Aulas normal;;;1
L5004-2PL06;LG;Microeconomia;GA4;35;;;3;Qua;;;Sala de Aulas normal;;;1
L5004-2PL06;LG;Microeconomia;GA4;35;;;3;Qui;;;Sala de Aulas normal;;;1
