Turno;Curso;Unidade de execução;Turmas;Inscritos;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;slots;Dia da Semana;Inicio;Fim;Características da sala pedida para a aula;Sala;Lotação;Turno
M8117TPLSTP01;MEI;Simulação de Sistemas Sociais;"MEI-SIGCA1, MEI-MA1";55;;;6;Seg;;;Sala Aulas Mestrado;;;0
M8118T01;MEI;Programação 3D;"MEI-MB1, MEI-MA1";29;;;6;Sex;;;Laboratório de Informática;;;0
M8136TP01;MG;Estratégia Financeira da Empresa;MGA1;39;;;3;Ter;;;Sala Aulas Mestrado;;;1
M8136TP01;MG;Estratégia Financeira da Empresa;MGA1;39;;;3;Qua;;;Sala Aulas Mestrado;;;1
M8136TP02;MG;Estratégia Financeira da Empresa;MGA3;40;;;3;Ter;;;Sala Aulas Mestrado;;;1
M8136TP02;MG;Estratégia Financeira da Empresa;MGA3;40;;;3;Qui;;;Sala Aulas Mestrado;;;1
M8136TP03;MG;Estratégia Financeira da Empresa;MGA2;36;;;3;Qua;;;Sala Aulas Mestrado;;;1
M8136TP03;MG;Estratégia Financeira da Empresa;MGA2;36;;;3;Qui;;;Sala Aulas Mestrado;;;1
M8136TP04;MG;Estratégia Financeira da Empresa;MGA4;37;;;3;Qui;;;Sala Aulas Mestrado;;;1
M8136TP04;MG;Estratégia Financeira da Empresa;MGA4;37;;;3;Sex;;;Sala Aulas Mestrado;;;1
M8205TP03;"MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MPSO, MSS, MS";Métodos Avançados de Análise de Dados;"MPSOA4, MPSOA2, MSB1, MSSB1, MESB1";48;;;4;Ter;;;Sala Aulas Mestrado;;;1
M8205TP04;"MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MPSO, MSS, MS";Métodos Avançados de Análise de Dados;"MEAPRIA1, MEAGDCA1, MPSOA3, MPSOA1";42;;;4;Qui;;;Sala Aulas Mestrado;;;1
M8206TP01;MPSO;Diagnóstico e Intervenção Social e Organizacional;"MPSOA3, MPSOA1";43;;;8;Ter;;;Sala Aulas Mestrado;;;1
M8206TP02;MPSO;Diagnóstico e Intervenção Social e Organizacional;"MPSOA4, MPSOA2";40;;;8;Sex;;;Sala Aulas Mestrado;;;1
M8213TP01;MPSO;Psicologia Social Comunitária (M);"MPSOA4, MPSOA3, MPSOA2, MPSOA1";46;;;8;Qua;;;Sala Aulas Mestrado;;;1
M8215TP01;MPSO;Psicologia Social do Consumo e da Comunicação;"MPSOA4, MPSOA3, MPSOA2, MPSOA1";48;;;4;Qui;;;Sala Aulas Mestrado;;;1
M8217TP01;MPSO;Psicologia Organizacional;"MPSOA3, MPSOA1";41;;;8;Qua;;;Sala Aulas Mestrado;;;1
M8217TP02;MPSO;Psicologia Organizacional;"MPSOA4, MPSOA2";39;;;8;Qua;;;Sala Aulas Mestrado;;;1
M8226TP01;MPSO;Concepção e Avaliação de Projectos;"MPSOA3, MPSOA1";40;;;8;Seg;;;Sala Aulas Mestrado;;;1
M8226TP02;MPSO;Concepção e Avaliação de Projectos;"MPSOA4, MPSOA2";42;;;8;Seg;;;Sala Aulas Mestrado;;;1
M8263TP01;"MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MHMC, MPP, MSS, MS";História Oral;"MEAPRIA1, MEAGDCA1, MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MHMCRIB1, MHMCRIA1, MHMCPCCB1, MHMCPCCA1, MHMCCPB1, MHMCCPA1, MHMCB1, MSSB1, MCTRLB1, MESB1";25;;;4;Seg;;;Sala Aulas Mestrado;;;0
M8264TP01;"MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MHMC, MPP, MSS, MS";História e Imagem;"MEAPRIA1, MEAGDCA1, MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MHMCRIB1, MHMCRIA1, MHMCPCCB1, MHMCPCCA1, MHMCCPB1, MHMCCPA1, MHMCB1, MSSB1, MCTRLB1, MESB1";31;;;4;Seg;;;Sala Aulas Mestrado;;;0
M8301TP01;"MEInt, MHMC";Nacionalismo e Etnicidade no Sistema Internacional;"MHMCRIA1, MHMCPCCA1, MEIA1";49;;;4;Ter;;;Sala Aulas Mestrado;;;0
M8318TP01;MGI;Métodos de Investigação em Gestão Internacional;MGIA1;38;;;5;Ter;;;Sala Aulas Mestrado Plus;;;0
M8329TP01;MMF;Fundamentos de Economia;MMFA1;3;;;4;Sex;;;Sala Aulas Mestrado;;;0
M8337TP01;MMF;Teoria da Medida;MMFA1;15;;;4;Sex;;;Sala Aulas Mestrado;;;1
M8337TP01;MMF;Teoria da Medida;MMFA1;15;;;4;Sáb;;;Sala Aulas Mestrado;;;1
M8345TP01;MM;Gestão de Marcas;MMA2;36;;;3;Seg;;;Sala Aulas Mestrado Plus;;;1
M8345TP01;MM;Gestão de Marcas;MMA2;36;;;3;Qua;;;Sala Aulas Mestrado Plus;;;1
M8345TP02;MM;Gestão de Marcas;MMA1;36;;;3;Seg;;;Sala Aulas Mestrado Plus;;;1
M8345TP02;MM;Gestão de Marcas;MMA1;36;;;3;Qui;;;Sala Aulas Mestrado Plus;;;1
M8375S01;MCP;Dissertação em Ciência Política;MCPB1;21;;;4;Qua;;;Sala Aulas Mestrado;;;0
M8382TP01;METI;Gestão Financeira de Empresas e Projectos I;METIA1;27;;;6;Qui;;;Sala Aulas Mestrado;;;1
M8382TP02;METI;Gestão Financeira de Empresas e Projectos I;METI-PLA1;63;;;6;Qui;;;Sala Aulas Mestrado;;;0
M8390TP05;METI;Inteligência e Gestão de Redes e Serviços;METIA1;29;;;6;Qua;;;Sala Aulas Mestrado;;;1
M8390TP06;METI;Inteligência e Gestão de Redes e Serviços;METI-PLA1;40;;;6;Qua;;;Sala Aulas Mestrado;;;0
M8400TS01;"METI, MEI";"Profissão, Ética e Sociedade";METIB2;4;;;3;Qui;;;Sala Aulas Mestrado;;;1
M8400TS02;"METI, MEI";"Profissão, Ética e Sociedade";"MEI-SIGCB1, MEI-MB1";60;;;3;Qui;;;Sala Aulas Mestrado;;;0
M8406TP01;METI;Sistemas e Redes de Comunicação para Móveis Avançados;METIA1;28;;;6;Ter;;;Sala Aulas Mestrado;;;1
M8406TP02;METI;Sistemas e Redes de Comunicação para Móveis Avançados;METI-PLA1;34;;;6;Ter;;;Sala Aulas Mestrado;;;0
M8474TP01;MC;Auditoria;MContA1;37;;;6;Sex;;;Sala Aulas Mestrado;;;1
M8475TP01;MM;Avaliação de Projectos;MMA2;35;;;3;Ter;;;Sala Aulas Mestrado Plus;;;1
M8475TP01;MM;Avaliação de Projectos;MMA2;35;;;3;Qua;;;Sala Aulas Mestrado Plus;;;1
M8475TP02;MM;Avaliação de Projectos;MMA1;36;;;3;Ter;;;Sala Aulas Mestrado Plus;;;1
M8475TP02;MM;Avaliação de Projectos;MMA1;36;;;3;Qua;;;Sala Aulas Mestrado Plus;;;1
M8479TP01;MGI;Comunicação;MGIA1;37;;;6;Seg;;;Sala Aulas Mestrado Plus;;;0
M8483TP01;MM;Comportamento do Consumidor e Marketing Research;MMA2;36;;;3;Ter;;;Sala Aulas Mestrado Plus;;;1
M8483TP01;MM;Comportamento do Consumidor e Marketing Research;MMA2;36;;;3;Qua;;;Sala Aulas Mestrado Plus;;;1
M8483TP02;MM;Comportamento do Consumidor e Marketing Research;MMA1;36;;;3;Ter;;;Sala Aulas Mestrado Plus;;;1
M8483TP02;MM;Comportamento do Consumidor e Marketing Research;MMA1;36;;;3;Qui;;;Sala Aulas Mestrado Plus;;;1
M8488TP01;MG;Contabilidade Avançada;MGA3;39;;;3;Seg;;;Sala Aulas Mestrado;;;1
M8488TP01;MG;Contabilidade Avançada;MGA3;39;;;3;Sex;;;Sala Aulas Mestrado;;;1
M8488TP02;MG;Contabilidade Avançada;MGA4;37;;;3;Seg;;;Sala Aulas Mestrado;;;1
M8488TP02;MG;Contabilidade Avançada;MGA4;37;;;3;Ter;;;Sala Aulas Mestrado;;;1
M8488TP03;MG;Contabilidade Avançada;MGA2;36;;;3;Ter;;;Sala Aulas Mestrado;;;1
M8488TP03;MG;Contabilidade Avançada;MGA2;36;;;3;Sex;;;Sala Aulas Mestrado;;;1
M8488TP04;MG;Contabilidade Avançada;MGA1;39;;;3;Ter;;;Sala Aulas Mestrado;;;1
M8488TP04;MG;Contabilidade Avançada;MGA1;39;;;3;Sex;;;Sala Aulas Mestrado;;;1
M8490TP01;MC;Contabilidade de Gestão Avançada;MContA1;37;;;6;Qua;;;Sala Aulas Mestrado;;;1
M8505-1TP01;MGST;Estratégia e Desenvolvimento Empresarial;MGSTA1;23;;;6;Qui;;;Sala Aulas Mestrado;;;1
M8505TP01;MG;Estratégia e Desenvolvimento Empresarial;MGA2;36;;;6;Sex;;;Sala Aulas Mestrado;;;1
M8505TP02;MG;Estratégia e Desenvolvimento Empresarial;MGA3;39;;;3;Ter;;;Sala Aulas Mestrado;;;1
M8505TP02;MG;Estratégia e Desenvolvimento Empresarial;MGA3;39;;;3;Qui;;;Sala Aulas Mestrado;;;1
M8505TP03;MG;Estratégia e Desenvolvimento Empresarial;MGA4;37;;;3;Ter;;;Sala Aulas Mestrado;;;1
M8505TP03;MG;Estratégia e Desenvolvimento Empresarial;MGA4;37;;;3;Sex;;;Sala Aulas Mestrado;;;1
M8505TP04;MG;Estratégia e Desenvolvimento Empresarial;MGA1;38;;;6;Qui;;;Sala Aulas Mestrado;;;1
M8508TP01;MF;"Futuros, Forwards e Swaps";MFA1;35;;;3;Seg;;;Sala Aulas Mestrado Plus;;;1
M8508TP01;MF;"Futuros, Forwards e Swaps";MFA1;35;;;3;Qui;;;Sala Aulas Mestrado Plus;;;1
M8531TP01;MGST;Gestão do Valor e dos Processos;MGSTA1;24;;;6;Qua;;;Sala Aulas Mestrado;;;1
M8556TP01;MC;Métodos Quantitativos Aplicados à Contabilidade;MContA1;38;;;6;Ter;;;Laboratório de Informática;;;1
M8557TP01;MM;Métodos Quantitativos Aplicados ao Marketing;MMA2;36;;;3;Seg;;;Sala Aulas Mestrado Plus;;;1
M8557TP01;MM;Métodos Quantitativos Aplicados ao Marketing;MMA2;36;;;3;Ter;;;Laboratório de Informática;;;1
M8557TP02;MM;Métodos Quantitativos Aplicados ao Marketing;MMA1;38;;;3;Seg;;;Sala Aulas Mestrado Plus;;;1
M8557TP02;MM;Métodos Quantitativos Aplicados ao Marketing;MMA1;38;;;3;Ter;;;Laboratório de Informática;;;1
M8558TP01;MF;Métodos Quantitativos para as Finanças;MFA1;34;;;6;Ter;;;Laboratório de Informática;;;1
M8581-1TP01;MDE;Contabilidade para Juristas;"MDEDTA1, MDEDSCA1";54;;;4;Seg;;;Sala Aulas Mestrado;;;0
M8585-1TP01;MDE;Direito do Trabalho I;"MDEDTA1, MDEDSCA1";45;;;4;Ter;;;Sala Aulas Mestrado;;;0
M8589-1TP01;MDE;Direito das Sociedades Comerciais I;"MDEDTA1, MDEDSCA1";47;;;4;Seg;;;Sala Aulas Mestrado;;;0
M8591-1TP01;MDE;Direito Fiscal das Empresas;"MDEDTA1, MDEDSCA1";50;;;4;Qui;;;Sala Aulas Mestrado;;;0
M8622TP02;"MPCPCJR, MPCPM, MPSS";Intervenção Comunitária em Minorias Estigmatizadas;"MPSSB1, MPCPMB1, MPCPCJRA1";25;;;8;Qui;;;Sala Aulas Mestrado;;;0
M8623TP02;"MPCPCJR, MPCPM";"Definição, Sinalização e Avaliação de Crianças em Situação de Mau Trato e Negligência";MPCPCJRA1;23;;;8;Qua;;;Sala Aulas Mestrado;;;0
M8642TP01;LFC;Reporte Financeiro;FCC2;36;;;3;Seg;;;Sala de Aulas normal;;;1
M8642TP01;LFC;Reporte Financeiro;FCC2;36;;;3;Qua;;;Sala de Aulas normal;;;1
M8650-1TP01;"DEc, ME";Crescimento Económico (2º Ciclo);MEA1;29;;;3;Ter;;;Sala Aulas Mestrado;;;1
M8650-1TP01;"DEc, ME";Crescimento Económico (2º Ciclo);MEA1;29;;;3;Qua;;;Sala Aulas Mestrado;;;1
M8650-1TP01;"DEc, ME";Crescimento Económico (2º Ciclo);MEA1;29;;;6;Qui;;;Sala Aulas Mestrado;;;1
M8663TP01;MEMF;Macroeconomia e Análise de Conjuntura;MEMFA1;44;;;4;Ter;;;Sala Aulas Mestrado;;;0
M8664TP01;MEMF;Economia Monetária Internacional Avançada;MEMFA1;54;;;4;Seg;;;Sala Aulas Mestrado;;;0
M8665TP01;MEMF;Política Monetária e Mercados Financeiros;MEMFA1;51;;;4;Seg;;;Sala Aulas Mestrado;;;0
M8683-1T01;MIG;Gestão do Conhecimento e Cultura Organizacional;"MIGB1, MIGA1";29;;;6;Ter;;;Sala Aulas Mestrado;;;0
M8683T01;MEI;Gestão do Conhecimento e Cultura Organizacional;"MEI-SIGCB1, MEI-SIGCA1";35;;;6;Ter;;;Sala Aulas Mestrado;;;0
M9003S01;DS;A Investigação Sociológica em Portugal;DSA1;9;;;4;Ter;;;Sala Aulas Mestrado;;;0
M9084S01;MPDRH;Seminário de Investigação em Políticas de Desenvolvimento dos Recursos Humanos;MPDRHB1;26;;;6;Qua;;;Sala Aulas Mestrado;;;0
M9087TP01;MEPP;"Planeamento, Programação e Avaliação de Políticas";MEPPA1;22;;;4;Qua;;;Sala Aulas Mestrado;;;0
M9092S01;MEMF;Seminário de Investigação em Economia Monetária e Financeira;MEMFB1;36;;;4;Qua;;;Laboratório de Informática;;;0
M9124TP01;MGE;Gestão do Marketing (2.º Ciclo - Ch);MGEA2;31;;;6;Qui;;;Sala Aulas Mestrado Plus;;;1
M9124TP02;MGE;Gestão do Marketing (2.º Ciclo - Ch);MGEA1;30;;;3;Sex;;;Sala Aulas Mestrado Plus;;;1
M9124TP02;MGE;Gestão do Marketing (2.º Ciclo - Ch);MGEA1;30;;;3;Sex;;;Sala Aulas Mestrado Plus;;;1
M9126TP01;MGE;Liderança e Gestão de Recursos Humanos;MGEA2;29;;;6;Ter;;;Sala Aulas Mestrado Plus;;;1
M9126TP02;MGE;Liderança e Gestão de Recursos Humanos;MGEA1;30;;;6;Qui;;;Sala Aulas Mestrado Plus;;;1
MADa-1TP02;"MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MEU, MPP, MSS, MS";Métodos de Análise de Dados;"MCCTIB1, MPPB1, MCPB1, MAEB1, MSB1, MSSA1, MCTRLB1, MESB1, MESA1";65;;;4;Seg;;;Sala Aulas Mestrado;;;0
MAPPCIS01;APDCM;Metodologias em Antropologia: Pesquisa em Património Cultural Imaterial;DAPICMA1;11;;;4;Sex;;;Sala Aulas Mestrado;;;0
MBTP01;"MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MSS, MS";Método Biográfico;"MEAPRIA1, MEAGDCA1, MSocB1, MPPB1, MCPB1, MAEB1, MEIB1, MSB1, MSSB1, MCTRLB1, MESB1";9;;;4;Qui;;;Sala Aulas Mestrado;;;0
MOpeTP01;LG;Marketing Operacional;GB3;42;;;3;Seg;;;Sala de Aulas normal;;;1
MOpeTP01;LG;Marketing Operacional;GB3;42;;;3;Ter;;;Sala de Aulas normal;;;1
MOpeTP01;LG;Marketing Operacional;GB3;42;;;3;Qui;;;Sala de Aulas normal;;;1
MOpeTP02;LG;Marketing Operacional;GBi;37;;;3;Ter;;;Sala de Aulas normal;;;1
MOpeTP02;LG;Marketing Operacional;GBi;37;;;3;Qua;;;Sala de Aulas normal;;;1
MOpeTP02;LG;Marketing Operacional;GBi;37;;;3;Qui;;;Sala de Aulas normal;;;1
MOpeTP03;LG;Marketing Operacional;GB2;41;;;3;Ter;;;Sala de Aulas normal;;;1
MOpeTP03;LG;Marketing Operacional;GB2;41;;;3;Qui;;;Sala de Aulas normal;;;1
MOpeTP03;LG;Marketing Operacional;GB2;41;;;3;Sex;;;Sala de Aulas normal;;;1
MOpeTP04;LG;Marketing Operacional;GB1;40;;;3;Ter;;;Sala de Aulas normal;;;1
MOpeTP04;LG;Marketing Operacional;GB1;40;;;3;Qua;;;Sala de Aulas normal;;;1
MOpeTP04;LG;Marketing Operacional;GB1;40;;;3;Sex;;;Sala de Aulas normal;;;1
MOpeTP05;LG;Marketing Operacional;GB4;41;;;3;Ter;;;Sala de Aulas normal;;;1
MOpeTP05;LG;Marketing Operacional;GB4;41;;;3;Qua;;;Sala de Aulas normal;;;1
MOpeTP05;LG;Marketing Operacional;GB4;41;;;3;Sex;;;Sala de Aulas normal;;;1
MOT01;LG;Modelos Organizacionais;"GB4, GB3, GB2, GB1";157;;;3;Seg;;;Anfiteatro aulas;;;1
MOT02;LG;Modelos Organizacionais;"GB7, GB6, GB5";88;;;3;Ter;;;Anfiteatro aulas;;;1
MOT03;LG;Modelos Organizacionais;GBi;35;;;3;Qui;;;Sala de Aulas normal;;;1
MOTP04;LG;Modelos Organizacionais;GB4;40;;;3;Qui;;;Sala de Aulas normal;;;1
MOTP05;LG;Modelos Organizacionais;GB7;28;;;3;Ter;;;Sala de Aulas normal;;;1
MOTP06;LG;Modelos Organizacionais;GB2;38;;;3;Qua;;;Sala de Aulas normal;;;1
MOTP07;LG;Modelos Organizacionais;GB3;43;;;3;Qua;;;Sala de Aulas normal;;;1
MOTP08;LG;Modelos Organizacionais;GB6;30;;;3;Qua;;;Sala de Aulas normal;;;1
MOTP09;LG;Modelos Organizacionais;GB1;36;;;3;Qui;;;Sala de Aulas normal;;;1
MOTP10;LG;Modelos Organizacionais;GB5;30;;;3;Qui;;;Sala de Aulas normal;;;1
MOTP11;LG;Modelos Organizacionais;GBi;35;;;3;Sex;;;Sala de Aulas normal;;;1
MPAPDTP01;MED;Metodologias de Planeamento e Avaliação de Projectos de Desenvolvimento;"MEDSGA1, MEDDSA1, MEDDLDMA1";16;;;8;Sex;;;Sala Aulas Mestrado;;;0
MSCTP01;MHMC;Movimentos Sociais e Cidadania;MHMCPCCA1;9;;;4;Ter;;;Sala Aulas Mestrado;;;0
NPHMS01;MHMC;Novas Perspectivas em História Moderna;"MHMCRIA1, MHMCPCCA1, MHMCCPA1";19;;;4;Qui;;;Sala Aulas Mestrado;;;0
PATCPS01;APDCM;Problemáticas em Antropologia: Teorias da Cultura e Património;DAPICMA1;11;;;4;Qui;;;Não necessita de sala;;;0
PEMTP01;MCCTI;Políticas Europeias para os Média;MCCTI-MJ-A1;15;;;4;Ter;;;Sala Aulas Mestrado;;;0
PI-II-1T01;LEI-PL;Processamento de Informação;EI-PLC1;18;;;3;Seg;;;Sala de Aulas normal;;;0
PI-II-1TP02;LEI-PL;Processamento de Informação;EI-PLC1;18;;;6;Ter;;;Sala de Aulas normal;;;0
PI-IIT01;LEI;Processamento de Informação;"EIC2, EIC1";63;;;3;Seg;;;Sala de Aulas normal;;;1
PI-IITP02;LEI;Processamento de Informação;"EIC2, EIC1";63;;;3;Ter;;;Sala de Aulas normal;;;1
PI-IITP02;LEI;Processamento de Informação;"EIC2, EIC1";63;;;3;Sex;;;Sala de Aulas normal;;;1
PSauTP01;"CEPSSM, MPP, MS";Políticas de Saúde;"CE_PSSM01, MSocA1, MPPA1, MSA1";13;;;4;Qua;;;Sala Aulas Mestrado;;;0
QMTP01;"MEECult, MGEC";Questões de Museologia;MEEC-M-A1;16;;;4;Ter;;;Sala Aulas Mestrado;;;0
RLTP01;LGRH;Relações Laborais;GRHB1;57;;;3;Ter;;;Sala de Aulas normal;;;1
RLTP01;LGRH;Relações Laborais;GRHB1;57;;;3;Qua;;;Sala de Aulas normal;;;1
RLTP01;LGRH;Relações Laborais;GRHB1;57;;;3;Qui;;;Sala de Aulas normal;;;1
RSTP01;LGRH;Recrutamento e Selecção;GRHC1;53;;;3;Ter;;;Sala de Aulas normal;;;1
RSTP01;LGRH;Recrutamento e Selecção;GRHC1;53;;;6;Qua;;;Sala de Aulas normal;;;1
SM_(Piudhist)S01;PIUDHIST;Seminário Metodológico (Piudhist);DHMCMGA1;14;;;4;Qua;;;Sala Aulas Mestrado;;;0
SPRI-1TP01;"MEInt, MHMC";Sistemas Políticos e Relações Internacionais;"MEIB1, MHMCRIA1";11;;;3;Qua;;;Sala Aulas Mestrado;;;0
